ID,country2,colldate,year_date
ERR7975673,CZE,2005-2020,2005
ERR7975686,CZE,2005-2020,2005
ERR7975683,CZE,2005-2020,2005
ERR7975641,CZE,2005-2020,2005
ERR7975662,CZE,2005-2020,2005
ERR7975680,CZE,2005-2020,2005
ERR7975689,CZE,2005-2020,2005
ERR7975668,CZE,2005-2020,2005
ERR7975666,CZE,2005-2020,2005
ERR7975639,CZE,2005-2020,2005
ERR7975676,CZE,2005-2020,2005
ERR7975638,CZE,2005-2020,2005
ERR7975647,CZE,2005-2020,2005
ERR7975655,CZE,2005-2020,2005
ERR7975656,CZE,2005-2020,2005
ERR7975657,CZE,2005-2020,2005
ERR7975634,CZE,2005-2020,2005
ERR7975644,CZE,2005-2020,2005
ERR7975665,CZE,2005-2020,2005
ERR7975643,CZE,2005-2020,2005
ERR7975679,CZE,2005-2020,2005
ERR7975675,CZE,2005-2020,2005
ERR7975682,CZE,2005-2020,2005
ERR7975637,CZE,2005-2020,2005
ERR7975645,CZE,2005-2020,2005
ERR7975669,CZE,2005-2020,2005
ERR7975664,CZE,2005-2020,2005
ERR7975671,CZE,2005-2020,2005
ERR7975654,CZE,2005-2020,2005
ERR7975652,CZE,2005-2020,2005
ERR7975672,CZE,2005-2020,2005
ERR7975661,CZE,2005-2020,2005
ERR7975687,CZE,2005-2020,2005
ERR2706910,COG,2005,2005
ERR2706914,COG,2005,2005
ERR2706915,COG,2005,2005
ERR2706916,COG,2005,2005
ERR2706919,COG,2006,2006
ERR2706920,COG,2006,2006
ERR2706921,COG,2006,2006
ERR2706922,COG,2006,2006
ERR2706924,COG,2006,2006
ERR2706928,COG,2006,2006
ERR2706929,COG,2006,2006
ERR2706931,COG,2006,2006
ERR2706932,COG,2006,2006
ERR2706940,COG,2006,2006
ERR2706941,COG,2006,2006
ERR2706942,COG,2006,2006
ERR2706943,COG,2006,2006
ERR2706944,COG,2006,2006
ERR2706945,COG,2006,2006
ERR2706947,COG,2006,2006
ERR2706948,COG,2006,2006
ERR2706950,COG,2006,2006
ERR2706951,COG,2006,2006
ERR2706960,COG,2006,2006
ERR2706961,COG,2006,2006
ERR2706968,COG,2006,2006
ERR2706969,COG,2006,2006
ERR2706971,COG,2006,2006
ERR2706973,COG,2006,2006
ERR2706974,COG,2006,2006
ERR2706975,COG,2006,2006
ERR2706978,COG,2006,2006
ERR2706981,COG,2006,2006
ERR2706983,COG,2006,2006
ERR2706984,COG,2006,2006
ERR2706986,COG,2006,2006
ERR2706987,COG,2006,2006
ERR2706990,COG,2006,2006
ERR2706994,COG,2007,2007
ERR2706996,COG,2007,2007
ERR2707000,COG,2007,2007
ERR2707001,COG,2007,2007
ERR2707002,COG,2007,2007
ERR2707003,COG,2007,2007
ERR2707005,COG,2007,2007
ERR2707010,COG,2007,2007
ERR2707012,COG,2007,2007
ERR2707017,COG,2007,2007
ERR2707018,COG,2007,2007
ERR2707019,COG,2007,2007
ERR2707022,COG,2007,2007
ERR2707025,COG,2007,2007
ERR2707027,COG,2007,2007
ERR2707029,COG,2007,2007
ERR2707030,COG,2007,2007
ERR2707035,COG,2007,2007
ERR2707038,COG,2007,2007
ERR2707051,COG,2007,2007
ERR2707052,COG,2007,2007
ERR2707053,COG,2007,2007
ERR2707054,COG,2007,2007
ERR2707056,COG,2007,2007
ERR2707058,COG,2007,2007
ERR2707060,COG,2007,2007
ERR2707062,COG,2007,2007
ERR2707064,COG,2007,2007
ERR2707067,COG,2007,2007
ERR2707068,COG,2007,2007
ERR2707070,COG,2007,2007
ERR2707071,COG,2007,2007
ERR2707072,COG,2007,2007
ERR2707073,COG,2007,2007
ERR2707074,COG,2007,2007
ERR2707075,COG,2007,2007
ERR2707080,COG,2007,2007
ERR2707084,COG,2007,2007
ERR2707085,COG,2007,2007
ERR2707087,COG,2007,2007
ERR2707089,COG,2007,2007
ERR2707094,COG,2008,2008
ERR2707095,COG,2008,2008
ERR2707098,COG,2008,2008
ERR2707101,COG,2008,2008
ERR2707102,COG,2008,2008
ERR2707104,COG,2008,2008
ERR2707106,COG,2008,2008
ERR2707108,COG,2008,2008
ERR2707109,COG,2008,2008
ERR2707112,COG,2008,2008
ERR2707113,COG,2008,2008
ERR2707114,COG,2008,2008
ERR2707116,COG,2008,2008
ERR2707119,COG,2008,2008
ERR2707120,COG,2008,2008
ERR2707121,COG,2008,2008
ERR2707122,COG,2008,2008
ERR2707123,COG,2008,2008
ERR2707130,COG,2008,2008
ERR2707131,COG,2008,2008
ERR2707134,COG,2008,2008
ERR2707137,COG,2008,2008
ERR2707139,COG,2008,2008
ERR2707142,COG,2008,2008
ERR2707143,COG,2008,2008
ERR2707144,COG,2008,2008
ERR2707147,COG,2008,2008
ERR2707149,COG,2008,2008
ERR2707151,COG,2008,2008
ERR2707153,COG,2008,2008
ERR2707155,COG,2008,2008
ERR2707156,COG,2008,2008
ERR2707160,COG,2008,2008
ERR2707161,COG,2008,2008
ERR2707166,COG,2009,2009
ERR2707167,COG,2009,2009
ERR2707168,COG,2009,2009
ERR2707169,COG,2009,2009
ERR2707170,COG,2009,2009
ERR2707175,COG,2009,2009
ERR2707178,COG,2009,2009
ERR2707185,COG,2009,2009
ERR2707186,COG,2009,2009
ERR2707188,COG,2009,2009
ERR2707189,COG,2009,2009
ERR2707193,COG,2009,2009
ERR2707194,COG,2009,2009
ERR2707196,COG,2009,2009
ERR2707197,COG,2009,2009
ERR2707198,COG,2009,2009
ERR2707202,COG,2009,2009
ERR2707205,COG,2009,2009
ERR2707206,COG,2009,2009
ERR2707212,COG,2009,2009
ERR2707213,COG,2009,2009
ERR2707214,COG,2010,2010
ERR2707215,COG,2010,2010
ERR2707216,COG,2010,2010
ERR2707218,COG,2010,2010
ERR2707220,COG,2010,2010
ERR2707222,COG,2010,2010
ERR2707223,COG,2010,2010
ERR2707227,COG,2010,2010
ERR2707228,COG,2010,2010
ERR2707229,COG,2010,2010
ERR2707230,COG,2010,2010
ERR2707232,COG,2010,2010
ERR2707233,COG,2010,2010
SRR3724660,COG,2014-2016,2014
SRR3724669,COG,2014-2016,2014
SRR3724755,COG,2014-2016,2014
SRR3724799,COG,2014-2016,2014
SRR3724946,COG,2014-2016,2014
SRR3724951,COG,2014-2016,2014
SRR3724953,COG,2014-2016,2014
SRR5535858,COG,2014-2016,2014
ERR550622,COG,2011,2011
ERR550697,COG,2011,2011
ERR550775,COG,2011,2011
ERR550798,COG,2011,2011
ERR550819,COG,2011,2011
ERR550879,COG,2011,2011
ERR551005,COG,2011,2011
ERR551039,COG,2011,2011
ERR551048,COG,2011,2011
ERR551073,COG,2011,2011
ERR551092,COG,2011,2011
ERR551124,COG,2011,2011
ERR551359,COG,2011,2011
ERR551404,COG,2011,2011
ERR551416,COG,2011,2011
ERR551502,COG,2011,2011
ERR551583,COG,2011,2011
ERR551587,COG,2011,2011
ERR551685,COG,2011,2011
ERR551808,COG,2011,2011
ERR551820,COG,2011,2011
ERR551929,COG,2011,2011
ERR551950,COG,2011,2011
ERR551961,COG,2011,2011
ERR552179,COG,2011,2011
ERR552285,COG,2011,2011
ERR552448,COG,2011,2011
ERR552492,COG,2011,2011
ERR552529,COG,2011,2011
ERR552592,COG,2011,2011
ERR552673,COG,2011,2011
ERR552869,COG,2011,2011
ERR552934,COG,2011,2011
ERR553057,COG,2011,2011
ERR553087,COG,2011,2011
ERR553103,COG,2011,2011
ERR553104,COG,2011,2011
ERR553151,COG,2011,2011
ERR553229,COG,2011,2011
ERR553306,COG,2011,2011
ERR553316,COG,2011,2011
ERR553317,COG,2011,2011
ERR553370,COG,2011,2011
ERR2228872,DNK,2004,2004
ERR979063,DNK,1961,1961
ERR979064,DNK,1961,1961
ERR979065,DNK,1961,1961
ERR979067,DNK,1962,1962
ERR979070,DNK,1994,1994
ERR979073,DNK,1999,1999
ERR979066,DNK,1961,1961
ERR979071,DNK,1998,1998
ERR979072,DNK,1997,1997
SRR5818570,DJI,2014-2015,2014
SRR5818572,DJI,2014-2015,2014
SRR5818576,DJI,2014-2015,2014
SRR5818577,DJI,2014-2015,2014
SRR5818579,DJI,2014-2015,2014
SRR5818580,DJI,2014-2015,2014
SRR5818582,DJI,2014-2015,2014
SRR5818584,DJI,2014-2015,2014
SRR5818585,DJI,2014-2015,2014
SRR5818587,DJI,2014-2015,2014
SRR5818589,DJI,2014-2015,2014
SRR5818590,DJI,2014-2015,2014
SRR5818591,DJI,2014-2015,2014
SRR5818592,DJI,2014-2015,2014
SRR5818593,DJI,2014-2015,2014
SRR5818594,DJI,2014-2015,2014
SRR5818597,DJI,2014-2015,2014
SRR5818598,DJI,2014-2015,2014
SRR5818600,DJI,2014-2015,2014
SRR5818604,DJI,2014-2015,2014
SRR5818606,DJI,2014-2015,2014
SRR5818607,DJI,2014-2015,2014
SRR5818608,DJI,2014-2015,2014
SRR5818609,DJI,2014-2015,2014
SRR5818611,DJI,2014-2015,2014
SRR5818612,DJI,2014-2015,2014
SRR5818613,DJI,2014-2015,2014
SRR5818615,DJI,2014-2015,2014
SRR5818616,DJI,2014-2015,2014
SRR5818617,DJI,2014-2015,2014
SRR5818618,DJI,2014-2015,2014
SRR5818620,DJI,2014-2015,2014
SRR5818621,DJI,2014-2015,2014
SRR5818622,DJI,2014-2015,2014
SRR5818623,DJI,2014-2015,2014
SRR5818625,DJI,2014-2015,2014
SRR5818626,DJI,2014-2015,2014
SRR5818627,DJI,2014-2015,2014
SRR5818628,DJI,2014-2015,2014
SRR5818629,DJI,2014-2015,2014
SRR5818632,DJI,2014-2015,2014
SRR5818635,DJI,2014-2015,2014
SRR5818638,DJI,2014-2015,2014
SRR5818639,DJI,2014-2015,2014
SRR5818640,DJI,2014-2015,2014
SRR5818643,DJI,2014-2015,2014
SRR5818645,DJI,2014-2015,2014
SRR5818646,DJI,2014-2015,2014
SRR5818649,DJI,2014-2015,2014
SRR5818650,DJI,2014-2015,2014
SRR5818651,DJI,2014-2015,2014
SRR5818657,DJI,2014-2015,2014
SRR5818658,DJI,2014-2015,2014
SRR5818660,DJI,2014-2015,2014
SRR5818662,DJI,2014-2015,2014
SRR5818663,DJI,2014-2015,2014
SRR5818667,DJI,2014-2015,2014
SRR5818671,DJI,2014-2015,2014
SRR5818672,DJI,2014-2015,2014
SRR5818677,DJI,2014-2015,2014
SRR5818684,DJI,2014-2015,2014
SRR5818686,DJI,2014-2015,2014
SRR5818687,DJI,2014-2015,2014
SRR5818688,DJI,2014-2015,2014
SRR5818691,DJI,2014-2015,2014
SRR5818692,DJI,2014-2015,2014
SRR5818693,DJI,2014-2015,2014
SRR5818699,DJI,2014-2015,2014
SRR5818703,DJI,2014-2015,2014
SRR5818705,DJI,2014-2015,2014
ERR1161616,EST,2005,2005
ERR1161617,EST,2005,2005
ERR1161618,EST,2005,2005
ERR1161621,EST,2009,2009
ERR2199807,SWZ,2009-2010,2009
ERR2199834,SWZ,2009-2010,2009
ERR2199842,SWZ,2009-2010,2009
ERR2199922,SWZ,2009-2010,2009
ERR2199923,SWZ,2009-2010,2009
ERR2199924,SWZ,2009-2010,2009
ERR2199925,SWZ,2009-2010,2009
ERR2199926,SWZ,2009-2010,2009
ERR2199927,SWZ,2009-2010,2009
ERR2199928,SWZ,2009-2010,2009
ERR2199929,SWZ,2009-2010,2009
ERR2199930,SWZ,2009-2010,2009
ERR2199931,SWZ,2009-2010,2009
ERR2199932,SWZ,2009-2010,2009
ERR2199935,SWZ,2009-2010,2009
ERR2199936,SWZ,2009-2010,2009
ERR2199937,SWZ,2009-2010,2009
ERR2199938,SWZ,2009-2010,2009
ERR2199939,SWZ,2009-2010,2009
ERR2199940,SWZ,2009-2010,2009
ERR2199942,SWZ,2009-2010,2009
ERR2199943,SWZ,2009-2010,2009
ERR2199944,SWZ,2009-2010,2009
ERR2199945,SWZ,2009-2010,2009
ERR2199946,SWZ,2009-2010,2009
ERR2199947,SWZ,2009-2010,2009
ERR2199949,SWZ,2009-2010,2009
ERR2199950,SWZ,2009-2010,2009
ERR2199951,SWZ,2009-2010,2009
ERR2199952,SWZ,2009-2010,2009
ERR2199955,SWZ,2009-2010,2009
ERR2199956,SWZ,2009-2010,2009
ERR2199969,SWZ,2009-2010,2009
ERR2199971,SWZ,2009-2010,2009
ERR2199972,SWZ,2009-2010,2009
ERR2199973,SWZ,2009-2010,2009
ERR2199976,SWZ,2009-2010,2009
ERR2199982,SWZ,2009-2010,2009
ERR2199989,SWZ,2009-2010,2009
ERR2199990,SWZ,2009-2010,2009
ERR2199991,SWZ,2009-2010,2009
ERR2199992,SWZ,2009-2010,2009
ERR2199995,SWZ,2009-2010,2009
ERR2199996,SWZ,2009-2010,2009
ERR2199998,SWZ,2009-2010,2009
ERR2199999,SWZ,2009-2010,2009
ERR2200000,SWZ,2009-2010,2009
ERR2200001,SWZ,2009-2010,2009
ERR2200002,SWZ,2009-2010,2009
ERR2200004,SWZ,2009-2010,2009
ERR2200005,SWZ,2009-2010,2009
ERR2200006,SWZ,2009-2010,2009
ERR2200007,SWZ,2009-2010,2009
ERR2200009,SWZ,2009-2010,2009
ERR2200010,SWZ,2009-2010,2009
ERR2200013,SWZ,2009-2010,2009
ERR2200015,SWZ,2009-2010,2009
ERR2200017,SWZ,2009-2010,2009
ERR2200018,SWZ,2009-2010,2009
ERR2200020,SWZ,2009-2010,2009
ERR2200021,SWZ,2009-2010,2009
ERR2200023,SWZ,2009-2010,2009
ERR2200024,SWZ,2009-2010,2009
ERR2200025,SWZ,2009-2010,2009
ERR2200032,SWZ,2009-2010,2009
ERR2200033,SWZ,2009-2010,2009
ERR2200034,SWZ,2009-2010,2009
ERR2200037,SWZ,2009-2010,2009
ERR2200039,SWZ,2009-2010,2009
ERR2200044,SWZ,2009-2010,2009
ERR2200045,SWZ,2009-2010,2009
ERR2200051,SWZ,2009-2010,2009
ERR2200065,SWZ,2009-2010,2009
ERR2200067,SWZ,2009-2010,2009
ERR2200076,SWZ,2009-2010,2009
ERR2200077,SWZ,2009-2010,2009
ERR2200078,SWZ,2009-2010,2009
ERR2200080,SWZ,2009-2010,2009
ERR2200088,SWZ,2009-2010,2009
ERR2200096,SWZ,2009-2010,2009
ERR2200103,SWZ,2009-2010,2009
ERR2200105,SWZ,2009-2010,2009
ERR2200115,SWZ,2009-2010,2009
ERR2200117,SWZ,2009-2010,2009
ERR2200118,SWZ,2009-2010,2009
ERR2200119,SWZ,2009-2010,2009
ERR2200139,SWZ,2009-2010,2009
ERR498238,SWZ,2009-2010,2009
ERR550657,SWZ,2009-2010,2009
ERR550872,SWZ,2009-2010,2009
ERR551071,SWZ,2009-2010,2009
ERR551079,SWZ,2009-2010,2009
ERR551242,SWZ,2009-2010,2009
ERR551289,SWZ,2009-2010,2009
ERR551578,SWZ,2009-2010,2009
ERR551689,SWZ,2009-2010,2009
ERR551692,SWZ,2009-2010,2009
ERR551899,SWZ,2009-2010,2009
ERR552010,SWZ,2009-2010,2009
ERR552071,SWZ,2009-2010,2009
ERR552221,SWZ,2009-2010,2009
ERR552352,SWZ,2009-2010,2009
ERR552361,SWZ,2009-2010,2009
ERR552456,SWZ,2009-2010,2009
ERR552701,SWZ,2009-2010,2009
ERR552743,SWZ,2009-2010,2009
ERR552789,SWZ,2009-2010,2009
ERR552981,SWZ,2009-2010,2009
ERR553053,SWZ,2009-2010,2009
ERR553134,SWZ,2009-2010,2009
ERR553182,SWZ,2009-2010,2009
ERR553230,SWZ,2009-2010,2009
ERR553313,SWZ,2009-2010,2009
ERR553324,SWZ,2009-2010,2009
ERR553350,SWZ,2009-2010,2009
ERR553358,SWZ,2009-2010,2009
ERR1200602,ETH,2006–2010,2006–2010
ERR1200608,ETH,2006–2010,2006–2010
ERR1200613,ETH,2006–2010,2006–2010
ERR1200641,ETH,2006–2010,2006–2010
ERR1200643,ETH,2006–2010,2006–2010
ERR1200659,ETH,2006–2010,2006–2010
ERR1200662,ETH,2006–2010,2006–2010
ERR2791537,FIN,2005,2005
ERR2791566,FIN,2004,2004
ERR2791540,FIN,2011,2011
ERR2791563,FIN,2002,2002
ERR2791553,FIN,2000,2000
ERR2791539,FIN,2009,2009
ERR2791532,FIN,2004,2004
ERR2791565,FIN,2003,2003
ERR2791562,FIN,2002,2002
ERR2791538,FIN,2006,2006
ERR2791536,FIN,2005,2005
ERR2791534,FIN,2005,2005
ERR2791564,FIN,2003,2003
ERR2791542,FIN,1998,1998
ERR2791561,FIN,2001,2001
ERR2791533,FIN,2005,2005
ERR2791541,FIN,2000,2000
ERR2886452,FRA,2018,2018
ERR3803820,GMB,2012,2012
ERR3803821,GMB,2012,2012
ERR3803844,GMB,2012,2012
ERR3803845,GMB,2012,2012
ERR3803846,GMB,2012,2012
ERR3803848,GMB,2012,2012
ERR3803909,GMB,2012,2012
ERR3803910,GMB,2012,2012
ERR3803912,GMB,2012,2012
ERR3803964,GMB,2012,2012
ERR3803966,GMB,2012,2012
ERR3803968,GMB,2012,2012
ERR3803969,GMB,2012,2012
ERR3803970,GMB,2012,2012
ERR3803971,GMB,2012,2012
ERR3803972,GMB,2012,2012
ERR3803973,GMB,2012,2012
ERR3803975,GMB,2012,2012
ERR3803976,GMB,2012,2012
ERR3803977,GMB,2012,2012
ERR3803980,GMB,2012,2012
ERR3803982,GMB,2012,2012
ERR3803983,GMB,2012,2012
ERR3803987,GMB,2012,2012
ERR3803988,GMB,2012,2012
ERR3803994,GMB,2012,2012
ERR3803995,GMB,2012,2012
ERR3804000,GMB,2012,2012
ERR3804001,GMB,2012,2012
ERR3804003,GMB,2012,2012
ERR3804004,GMB,2012,2012
ERR3804007,GMB,2012,2012
ERR3804008,GMB,2012,2012
ERR3804009,GMB,2012,2012
ERR3804010,GMB,2012,2012
ERR3804012,GMB,2012,2012
ERR3804013,GMB,2013,2013
ERR3804014,GMB,2013,2013
ERR3804015,GMB,2013,2013
ERR3804018,GMB,2013,2013
ERR3804019,GMB,2013,2013
ERR3804024,GMB,2013,2013
ERR3804027,GMB,2013,2013
ERR3804028,GMB,2013,2013
ERR3804029,GMB,2013,2013
ERR3804030,GMB,2013,2013
ERR3804031,GMB,2013,2013
ERR3804032,GMB,2013,2013
ERR3804033,GMB,2013,2013
ERR3804035,GMB,2013,2013
ERR3804036,GMB,2013,2013
ERR3804040,GMB,2013,2013
ERR3804041,GMB,2013,2013
ERR3804042,GMB,2013,2013
ERR3804104,GMB,2013,2013
ERR3804105,GMB,2013,2013
ERR3804107,GMB,2013,2013
ERR3804108,GMB,2013,2013
ERR3804110,GMB,2013,2013
ERR3804111,GMB,2013,2013
ERR3804112,GMB,2013,2013
ERR3804113,GMB,2013,2013
ERR3804115,GMB,2013,2013
ERR3804121,GMB,2013,2013
ERR3804122,GMB,2013,2013
ERR3804124,GMB,2013,2013
ERR3804125,GMB,2013,2013
ERR3804126,GMB,2013,2013
ERR3804131,GMB,2013,2013
ERR3804132,GMB,2013,2013
ERR3804133,GMB,2013,2013
ERR3804134,GMB,2013,2013
ERR3804135,GMB,2013,2013
ERR3804137,GMB,2013,2013
ERR3804138,GMB,2013,2013
ERR3804140,GMB,2013,2013
ERR3804142,GMB,2013,2013
ERR3804143,GMB,2013,2013
ERR3804144,GMB,2013,2013
ERR3804145,GMB,2013,2013
ERR3804146,GMB,2013,2013
ERR3804148,GMB,2013,2013
ERR3804151,GMB,2013,2013
ERR3804152,GMB,2013,2013
ERR3804153,GMB,2013,2013
ERR3804154,GMB,2013,2013
ERR3804155,GMB,2013,2013
ERR3804156,GMB,2013,2013
ERR3804157,GMB,2013,2013
ERR3804158,GMB,2013,2013
ERR3804162,GMB,2013,2013
ERR3804163,GMB,2013,2013
ERR3804164,GMB,2013,2013
ERR3804165,GMB,2013,2013
ERR3804166,GMB,2013,2013
ERR3804167,GMB,2013,2013
ERR3804168,GMB,2013,2013
ERR3804169,GMB,2013,2013
ERR3804171,GMB,2013,2013
ERR3806445,GMB,2014,2014
ERR3806446,GMB,2014,2014
ERR3806449,GMB,2014,2014
ERR3806450,GMB,2014,2014
ERR3806451,GMB,2014,2014
ERR3806452,GMB,2014,2014
ERR3806459,GMB,2014,2014
ERR3806460,GMB,2014,2014
ERR3806462,GMB,2014,2014
ERR3806590,GMB,2014,2014
ERR3806591,GMB,2014,2014
ERR3806592,GMB,2014,2014
ERR3806593,GMB,2014,2014
ERR3806595,GMB,2014,2014
ERR3806597,GMB,2014,2014
ERR3806598,GMB,2014,2014
ERR3806600,GMB,2014,2014
ERR3806601,GMB,2014,2014
ERR3806602,GMB,2014,2014
ERR3806605,GMB,2014,2014
ERR3806607,GMB,2014,2014
ERR3799035,GMB,2014,2014
ERR3799304,GMB,2011,2011
ERR3799306,GMB,2012,2012
ERR3799307,GMB,2012,2012
ERR3799308,GMB,2012,2012
ERR3799338,GMB,2012,2012
ERR3799387,GMB,2012,2012
ERR3799533,GMB,2012,2012
ERR3799546,GMB,2012,2012
ERR3799547,GMB,2012,2012
ERR3799553,GMB,2012,2012
ERR3799555,GMB,2012,2012
ERR3799556,GMB,2012,2012
ERR3799569,GMB,2012,2012
ERR3799571,GMB,2012,2012
ERR3799572,GMB,2012,2012
ERR3799574,GMB,2012,2012
ERR3799575,GMB,2012,2012
ERR3799576,GMB,2012,2012
ERR3799578,GMB,2012,2012
ERR3799579,GMB,2012,2012
ERR3799582,GMB,2012,2012
ERR3799583,GMB,2012,2012
ERR3799586,GMB,2012,2012
ERR3799587,GMB,2012,2012
ERR3799594,GMB,2012,2012
ERR3799596,GMB,2012,2012
ERR3799597,GMB,2012,2012
ERR3806610,GMB,2014,2014
ERR3806611,GMB,2014,2014
ERR3806613,GMB,2014,2014
ERR3806616,GMB,2014,2014
ERR3806617,GMB,2014,2014
ERR3806618,GMB,2014,2014
ERR3806620,GMB,2014,2014
ERR3806625,GMB,2014,2014
ERR3806628,GMB,2014,2014
ERR3806632,GMB,2014,2014
ERR3806633,GMB,2014,2014
ERR3806634,GMB,2014,2014
ERR3806636,GMB,2014,2014
ERR3806638,GMB,2014,2014
ERR3806640,GMB,2014,2014
ERR3806644,GMB,2014,2014
ERR3806645,GMB,2014,2014
ERR3806646,GMB,2014,2014
ERR3806647,GMB,2014,2014
ERR3806648,GMB,2014,2014
ERR3806651,GMB,2014,2014
ERR3806655,GMB,2014,2014
ERR3806658,GMB,2014,2014
ERR3806660,GMB,2014,2014
ERR3806661,GMB,2014,2014
ERR3806662,GMB,2014,2014
ERR3806663,GMB,2014,2014
ERR3806813,GMB,2014,2014
ERR3806816,GMB,2014,2014
ERR3806817,GMB,2014,2014
ERR3806818,GMB,2014,2014
ERR3806819,GMB,2014,2014
ERR3806820,GMB,2014,2014
ERR3806821,GMB,2014,2014
ERR3806823,GMB,2014,2014
ERR3806824,GMB,2014,2014
ERR3806826,GMB,2014,2014
ERR3806827,GMB,2014,2014
ERR3806828,GMB,2014,2014
ERR3806829,GMB,2014,2014
ERR3806830,GMB,2014,2014
ERR3806831,GMB,2014,2014
ERR3806833,GMB,2014,2014
ERR3806834,GMB,2014,2014
ERR3806835,GMB,2014,2014
ERR3806836,GMB,2014,2014
ERR3806837,GMB,2014,2014
ERR3806838,GMB,2014,2014
ERR3806839,GMB,2014,2014
ERR3806840,GMB,2014,2014
ERR3806842,GMB,2014,2014
ERR3806843,GMB,2014,2014
ERR3806845,GMB,2014,2014
ERR3806846,GMB,2014,2014
ERR3806847,GMB,2014,2014
ERR3806848,GMB,2014,2014
ERR3806849,GMB,2014,2014
ERR3806851,GMB,2014,2014
ERR3806852,GMB,2014,2014
ERR3806854,GMB,2014,2014
ERR3806855,GMB,2014,2014
ERR3806856,GMB,2014,2014
ERR3800996,GMB,2013,2013
ERR3800998,GMB,2013,2013
ERR3800999,GMB,2013,2013
ERR3801002,GMB,2013,2013
ERR3801004,GMB,2013,2013
ERR3801006,GMB,2013,2013
ERR3801358,GMB,2013,2013
ERR3801359,GMB,2013,2013
ERR3801361,GMB,2013,2013
ERR3801363,GMB,2013,2013
ERR3801365,GMB,2013,2013
ERR3801366,GMB,2013,2013
ERR3801370,GMB,2013,2013
ERR3801374,GMB,2013,2013
ERR3801375,GMB,2013,2013
ERR3801495,GMB,2014,2014
ERR3801497,GMB,2014,2014
ERR3801500,GMB,2014,2014
ERR3801537,GMB,2014,2014
ERR3801538,GMB,2014,2014
ERR3801539,GMB,2014,2014
ERR3801540,GMB,2014,2014
ERR3801541,GMB,2014,2014
ERR3801605,GMB,2014,2014
ERR3801606,GMB,2014,2014
ERR3801609,GMB,2014,2014
ERR3801610,GMB,2014,2014
ERR3801612,GMB,2014,2014
ERR3801613,GMB,2014,2014
ERR3801616,GMB,2014,2014
ERR3801617,GMB,2014,2014
ERR3801621,GMB,2014,2014
ERR3801622,GMB,2014,2014
ERR3801623,GMB,2014,2014
ERR3801624,GMB,2014,2014
ERR3801626,GMB,2014,2014
ERR3802156,GMB,2014,2014
ERR3803772,GMB,2012,2012
ERR3803773,GMB,2012,2012
ERR3803774,GMB,2012,2012
ERR3803776,GMB,2012,2012
ERR3803777,GMB,2012,2012
ERR3803778,GMB,2012,2012
ERR3803779,GMB,2012,2012
ERR3803780,GMB,2012,2012
ERR3803783,GMB,2012,2012
ERR3803785,GMB,2012,2012
ERR3803786,GMB,2012,2012
ERR3803789,GMB,2012,2012
ERR3803791,GMB,2012,2012
ERR3803792,GMB,2012,2012
ERR3803793,GMB,2012,2012
ERR3803798,GMB,2012,2012
ERR3803800,GMB,2012,2012
ERR3803801,GMB,2012,2012
ERR3803803,GMB,2012,2012
ERR3803805,GMB,2012,2012
ERR3803806,GMB,2012,2012
ERR3803807,GMB,2012,2012
ERR3803808,GMB,2012,2012
ERR3803809,GMB,2012,2012
ERR3803812,GMB,2012,2012
ERR3803813,GMB,2012,2012
ERR3803814,GMB,2012,2012
ERR3803816,GMB,2012,2012
ERR3803817,GMB,2012,2012
ERR3803818,GMB,2012,2012
ERR3806609,GMB,2014,2014
ERR5864066,GEO,2010,2010
ERR5864448,GEO,2014,2014
ERR5864515,GEO,2014,2014
ERR5864562,GEO,2014,2014
ERR5864615,GEO,2016,2016
ERR5864642,GEO,2016,2016
ERR5864660,GEO,2014,2014
ERR5864741,GEO,2014,2014
ERR5864890,GEO,2014,2014
ERR5865056,GEO,2014,2014
ERR5865106,GEO,2014,2014
ERR5865142,GEO,2014,2014
ERR5865145,GEO,2014,2014
ERR5865152,GEO,2014,2014
ERR5865223,GEO,2012,2012
ERR5865263,GEO,2016,2016
ERR5865266,GEO,2014,2014
ERR5865306,GEO,2014,2014
ERR5865317,GEO,2014,2014
ERR5865318,GEO,2014,2014
ERR5865322,GEO,2014,2014
ERR5865341,GEO,2014,2014
ERR5865343,GEO,2014,2014
ERR5865345,GEO,2014,2014
ERR5865359,GEO,2016,2016
ERR5865361,GEO,2014,2014
ERR5865552,GEO,2012,2012
ERR5865563,GEO,2012,2012
ERR5865570,GEO,2012,2012
ERR5865571,GEO,2012,2012
ERR5865650,GEO,2013,2013
ERR5865715,GEO,2011,2011
ERR5865716,GEO,2011,2011
ERR5865740,GEO,2012,2012
ERR5865745,GEO,2012,2012
ERR5865754,GEO,2012,2012
ERR5865761,GEO,2012,2012
ERR5865836,GEO,2013,2013
ERR5865846,GEO,2012,2012
ERR5865885,GEO,2014,2014
ERR5865886,GEO,2014,2014
ERR5865888,GEO,2014,2014
ERR5865892,GEO,2014,2014
ERR5865893,GEO,2014,2014
ERR5865898,GEO,2014,2014
ERR5865910,GEO,2014,2014
ERR5865911,GEO,2014,2014
ERR5865913,GEO,2014,2014
ERR5865922,GEO,2014,2014
ERR5865923,GEO,2014,2014
ERR5865925,GEO,2014,2014
ERR5865926,GEO,2014,2014
ERR5865927,GEO,2014,2014
ERR5865928,GEO,2014,2014
ERR5865931,GEO,2014,2014
ERR5865936,GEO,2014,2014
